,location,total_sqft,bath,price,BHK,price_per_sqft
3767,Hoodi,1240.0,2.0,65.0,2,5241.935483870968
3769,Hoodi,1108.0,2.0,74.23,2,6699.458483754513
3770,Hoodi,1257.0,2.0,68.5,2,5449.482895783612
3771,Hoodi,1000.0,2.0,48.0,2,4800.0
3772,Hoodi,1063.0,2.0,61.17,2,5754.468485418626
3773,Hoodi,1259.0,2.0,69.45,2,5516.282764098491
3774,Hoodi,711.0,1.0,42.65,1,5998.5935302391
3776,Hoodi,863.0,1.0,40.55,1,4698.725376593278
3777,Hoodi,1715.0,2.0,100.0,3,5830.903790087464
3779,Hoodi,1447.0,3.0,76.0,2,5252.24602626123
3780,Hoodi,2144.0,3.0,140.0,3,6529.850746268657
3781,Hoodi,1108.0,2.0,66.46,2,5998.194945848375
3783,Hoodi,1837.0,3.0,110.0,3,5988.023952095808
3784,Hoodi,3385.0,4.0,220.0,4,6499.261447562777
3786,Hoodi,1181.0,2.0,55.0,2,4657.070279424217
3787,Hoodi,1490.0,3.0,85.0,3,5704.697986577181
3788,Hoodi,1258.5,2.0,59.135,2,4698.847834723878
3789,"Hoodi Circle, ",1629.0,3.0,79.0,3,4849.600982197668
3790,"Hoodi Circle, ",1243.0,2.0,58.0,2,4666.130329847144
3791,"Hoodi Circle, ",1234.0,2.0,61.0,2,4943.273905996759
3792,"Hoodi Circle, ",813.0,1.0,39.0,1,4797.047970479704
3793,Hoodi Layout,1160.0,2.0,75.0,2,6465.517241379311
3794,Horamavu Agara,1200.0,2.0,45.0,2,3750.0
3795,Horamavu Agara,1560.0,3.0,75.0,3,4807.692307692308
3796,Horamavu Agara,755.0,2.0,37.49,2,4965.562913907284
3797,Horamavu Agara,982.0,2.0,47.65,2,4852.34215885947
3798,Horamavu Agara,1650.0,2.0,75.0,3,4545.454545454545
3799,Horamavu Agara,950.0,2.0,39.0,2,4105.263157894737
3800,Horamavu Agara,1756.0,3.0,92.0,3,5239.179954441914
3801,Horamavu Agara,1106.0,2.0,43.09,2,3896.021699819168
3802,Horamavu Agara,1079.0,2.0,41.0,2,3799.8146431881373
3803,Horamavu Agara,1265.0,2.0,65.0,3,5138.339920948617
3804,Horamavu Agara,1060.0,2.0,37.0,2,3490.566037735849
3805,Horamavu Agara,1107.83,2.0,41.51,2,3746.964787016059
3806,Horamavu Agara,980.0,2.0,38.19,2,3896.938775510204
3807,Horamavu Agara,1250.0,3.0,65.0,3,5200.0
3808,Horamavu Agara,1145.0,2.0,41.21,2,3599.126637554585
3809,Horamavu Agara,2400.0,3.0,80.0,5,3333.3333333333335
3810,Horamavu Agara,1000.0,2.0,46.0,2,4600.0
3811,Horamavu Agara,760.0,2.0,37.49,2,4932.894736842105
3812,Horamavu Agara,1150.0,2.0,42.0,2,3652.1739130434785
3814,Horamavu Agara,750.0,2.0,37.49,2,4998.666666666667
3815,Horamavu Agara,625.0,1.0,27.0,1,4320.0
3816,Horamavu Agara,1080.0,2.0,38.0,2,3518.5185185185187
3817,Horamavu Agara,994.0,2.0,42.28,2,4253.521126760564
3818,Horamavu Agara,1107.83,2.0,41.51,2,3746.964787016059
3820,Horamavu Agara,1090.0,2.0,46.0,2,4220.183486238532
3821,Horamavu Agara,1400.0,3.0,63.0,3,4500.0
3822,Horamavu Agara,1557.0,3.0,70.0,3,4495.82530507386
3823,Horamavu Agara,1058.0,2.0,47.0,2,4442.34404536862
3826,Horamavu Banaswadi,1460.0,2.0,80.5,2,5513.698630136986
3827,Horamavu Banaswadi,1156.0,2.0,46.0,2,3979.2387543252594
3828,Horamavu Banaswadi,1180.0,2.0,58.0,2,4915.254237288135
3829,Horamavu Banaswadi,1307.0,2.0,51.6,2,3947.972456006121
3831,Horamavu Banaswadi,1357.0,2.0,54.0,2,3979.3662490788506
3832,Horamavu Banaswadi,925.0,2.0,38.0,2,4108.108108108108
3833,Horamavu Banaswadi,1272.0,2.0,48.0,2,3773.5849056603774
3834,Horamavu Banaswadi,1225.0,2.0,49.5,2,4040.816326530612
3835,Horamavu Banaswadi,1272.0,2.0,51.5,2,4048.7421383647797
3836,Horamavu Banaswadi,1272.0,2.0,51.5,2,4048.7421383647797
3837,Horamavu Banaswadi,1156.0,2.0,46.9,2,4057.093425605536
3838,Horamavu Banaswadi,1200.0,2.0,45.0,2,3750.0
3839,Horamavu Banaswadi,1254.0,2.0,47.0,2,3748.006379585327
3840,Horamavu Banaswadi,1610.0,3.0,68.0,3,4223.60248447205
3841,Horamavu Banaswadi,1210.0,2.0,50.0,2,4132.231404958678
3842,Horamavu Banaswadi,1357.0,2.0,54.0,2,3979.3662490788506
3843,Horamavu Banaswadi,1272.0,2.0,50.0,2,3930.817610062893
3844,Horamavu Banaswadi,1200.0,2.0,45.0,2,3750.0
3845,Horamavu Banaswadi,1025.0,2.0,45.0,2,4390.243902439024
3846,Horamavu Banaswadi,1081.0,2.0,52.0,2,4810.360777058279
3847,Horamavu Banaswadi,1000.0,2.0,50.0,2,5000.0
3848,Hormavu,1500.0,2.0,78.0,2,5200.0
3849,Hormavu,1150.0,2.0,55.0,2,4782.608695652174
3851,Hormavu,1180.0,2.0,50.0,2,4237.28813559322
3852,Hormavu,1200.0,2.0,67.0,2,5583.333333333333
3853,Hormavu,1200.0,3.0,70.0,2,5833.333333333333
3854,Hormavu,1175.0,2.0,52.0,2,4425.531914893617
3855,Hormavu,1351.0,2.0,53.0,1,3923.019985196151
3856,Hormavu,1141.0,2.0,44.4,2,3891.3234005258546
3857,Hormavu,1130.0,2.0,42.3,2,3743.362831858407
3859,Hormavu,1725.0,3.0,85.0,3,4927.536231884058
3860,Hormavu,1153.0,2.0,65.0,2,5637.467476149176
3861,Hormavu,1150.0,2.0,53.11,2,4618.260869565217
3862,Hormavu,1123.0,2.0,56.0,2,4986.642920747997
3863,Hormavu,1385.0,2.0,69.0,3,4981.949458483755
3865,Hormavu,1030.0,2.0,49.35,2,4791.26213592233
3866,Hormavu,1018.0,2.0,50.8,2,4990.176817288801
3867,Hormavu,1555.0,3.0,75.0,3,4823.15112540193
3868,Hormavu,1143.0,2.0,53.0,2,4636.920384951881
3869,Hormavu,1100.0,2.0,38.0,2,3454.5454545454545
3870,Hormavu,1000.0,2.0,50.0,2,5000.0
3871,Hormavu,1200.0,2.0,68.0,2,5666.666666666667
3873,Hormavu,1200.0,2.0,68.0,2,5666.666666666667
3874,Hormavu,765.0,2.0,37.49,2,4900.653594771242
3876,Hormavu,1081.5,2.0,38.665,2,3575.127138233934
3877,Hormavu,1250.0,2.0,60.0,2,4800.0
3878,Hormavu,965.0,2.0,37.15,2,3849.740932642487
3879,Hormavu,583.0,1.0,28.275,1,4849.91423670669
3880,Hormavu,1129.0,2.0,44.0,2,3897.2542072630645
3881,Hormavu,1385.0,2.0,69.25,3,5000.0
3882,Hormavu,1165.0,2.0,40.0,2,3433.4763948497853
3883,Hormavu,1065.0,2.0,50.92,2,4781.220657276996
3884,Hormavu,1046.0,2.0,60.0,2,5736.137667304015
3885,Hormavu,1400.0,2.0,75.0,2,5357.142857142857
3886,Hormavu,1365.0,2.0,65.0,3,4761.9047619047615
3887,Hormavu,1196.0,2.0,44.8,2,3745.819397993311
3888,Hormavu,1263.0,2.0,47.36,2,3749.802058590657
3889,Hormavu,1015.0,2.0,39.08,2,3850.246305418719
3891,Hormavu,1200.0,2.0,73.0,2,6083.333333333333
3892,Hormavu,1250.0,2.0,65.0,2,5200.0
3894,Hormavu,1075.0,2.0,53.7,2,4995.3488372093025
3895,Hormavu,980.0,2.0,42.0,2,4285.714285714285
3896,Hormavu,1075.0,2.0,53.7,2,4995.3488372093025
3897,Hormavu,2282.0,4.0,115.0,4,5039.439088518843
3898,Hormavu,1206.0,2.0,55.0,2,4560.530679933665
3899,Hormavu,1310.0,2.0,67.0,2,5114.503816793893
3900,Hormavu,1310.0,2.0,60.0,2,4580.152671755725
3901,Hormavu,1020.0,2.0,45.75,2,4485.294117647059
3902,Hormavu,1210.0,2.0,69.0,2,5702.479338842975
3903,Hosa Road,1652.0,3.0,85.0,3,5145.2784503631965
3905,Hosa Road,1161.0,2.0,55.15,2,4750.215331610681
3907,Hosa Road,1161.0,2.0,55.15,2,4750.215331610681
3908,Hosa Road,1365.0,2.0,92.0,2,6739.92673992674
3909,Hosa Road,1243.0,2.0,48.5,2,3901.850362027353
3911,Hosa Road,1332.0,2.0,86.12,3,6465.465465465465
3912,Hosa Road,615.0,1.0,28.29,1,4600.0
3913,Hosa Road,1318.0,2.0,85.28,3,6470.40971168437
3914,Hosa Road,1133.0,2.0,52.0,2,4589.585172109444
3915,Hosa Road,1016.0,2.0,40.0,2,3937.0078740157483
3916,Hosa Road,972.0,2.0,40.0,2,4115.22633744856
3917,Hosa Road,1161.0,2.0,55.15,2,4750.215331610681
3918,Hosa Road,1532.0,3.0,98.13,3,6405.352480417754
3919,Hosa Road,1680.0,3.0,101.0,3,6011.9047619047615
3920,Hosa Road,880.0,2.0,50.0,2,5681.818181818182
3921,Hosa Road,1533.0,3.0,98.18,3,6404.4357469015
3922,Hosa Road,1040.0,2.0,68.59,2,6595.192307692308
3923,Hosa Road,1040.0,2.0,61.0,2,5865.384615384615
3925,Hosa Road,1245.0,2.0,62.0,2,4979.919678714859
3926,Hosa Road,1311.0,2.0,84.86,3,6472.921434019832
3927,Hosa Road,800.0,1.0,39.99,1,4998.75
3929,Hosa Road,1364.0,2.0,64.79,2,4750.000000000001
3930,Hosa Road,1016.0,2.0,45.0,2,4429.133858267716
3932,Hosa Road,1360.0,2.0,77.61,2,5706.617647058823
3933,Hosa Road,1170.0,2.0,65.0,2,5555.555555555556
3934,Hosa Road,1161.0,2.0,55.15,2,4750.215331610681
3935,Hosa Road,1470.0,2.0,84.22,3,5729.251700680272
3937,Hosa Road,1161.0,2.0,48.75,2,4198.966408268734
3939,Hosa Road,1016.0,2.0,39.95,2,3932.086614173229
3940,Hosahalli Extension,2000.0,5.0,240.0,5,12000.0
3941,Hosakerehalli,2378.0,3.0,262.0,3,11017.661900756939
3942,Hosakerehalli,2376.0,3.0,203.0,3,8543.771043771043
3943,Hosakerehalli,3205.0,5.0,380.0,4,11856.474258970358
3945,Hosakerehalli,3024.0,5.0,350.0,4,11574.074074074075
3946,Hosakerehalli,2400.0,5.0,250.0,5,10416.666666666666
3947,Hosakerehalli,1817.0,4.0,153.0,3,8420.473307649972
3948,Hosakerehalli,1304.0,2.0,100.0,2,7668.711656441717
3949,Hosakerehalli,2480.0,3.0,245.0,3,9879.032258064517
3950,Hosakerehalli,925.0,2.0,46.5,2,5027.027027027027
3951,Hosakerehalli,2480.0,4.0,260.0,3,10483.870967741936
3952,Hosakerehalli,1596.0,3.0,79.8,3,5000.0
3953,Hosakerehalli,1200.0,2.0,100.0,3,8333.333333333334
3954,Hosakerehalli,3205.0,4.0,300.0,4,9360.374414976599
3955,Hosakerehalli,3033.0,4.0,326.0,4,10748.433893834488
3956,Hosakerehalli,600.0,2.0,65.0,2,10833.333333333334
3957,Hosakerehalli,2480.0,4.0,265.0,3,10685.483870967742
3958,Hosakerehalli,925.0,2.0,46.25,2,5000.0
3959,Hosakerehalli,2376.0,3.0,240.0,3,10101.0101010101
3960,Hosakerehalli,1500.0,6.0,145.0,5,9666.666666666666
3961,Hosakerehalli Layout,1080.0,2.0,64.0,2,5925.925925925926
3962,Hosapalya,2500.0,8.0,95.0,8,3800.0
3963,Hosapalya,800.0,1.0,29.0,2,3625.0
3964,Hoskote,1250.0,3.0,50.0,3,4000.0
3965,Hoskote,1225.0,3.0,40.0,3,3265.3061224489797
3966,Hoskote,1740.0,3.0,60.0,3,3448.2758620689656
3967,Hoskote,1170.0,2.0,45.0,2,3846.153846153846
3969,Hoskote,1200.0,3.0,57.0,3,4750.0
3970,Hoskote,1069.0,2.0,38.0,3,3554.724041159963
3971,Hoskote,1095.0,2.0,33.6,2,3068.4931506849316
3973,Hoskote,1065.0,2.0,31.5,2,2957.7464788732395
3974,Hoskote,1395.0,2.0,63.0,3,4516.129032258064
3975,Hoskote,1065.0,2.0,28.5,2,2676.056338028169
3976,Hoskote,945.0,2.0,35.0,2,3703.703703703704
3977,Hoskote,1003.5,2.0,28.095,2,2799.701046337818
3978,Hoskote,1065.0,2.0,33.75,2,3169.0140845070423
3979,Hoskote,509.0,1.0,23.0,1,4518.664047151277
3980,Hosur Road,1656.0,2.0,120.0,2,7246.376811594203
3981,Hosur Road,1194.0,2.0,69.0,2,5778.894472361809
3984,Hosur Road,3300.0,5.0,240.0,5,7272.727272727273
3985,Hosur Road,1510.0,2.0,105.0,3,6953.64238410596
3986,Hosur Road,1427.0,2.0,80.63,3,5650.31534688157
3987,Hosur Road,1508.0,2.0,110.0,3,7294.429708222811
3988,Hosur Road,460.0,1.0,21.0,1,4565.217391304348
3990,Hosur Road,1179.0,2.0,49.0,2,4156.064461407973
3991,Hosur Road,950.0,2.0,60.0,2,6315.789473684211
3992,Hosur Road,1194.0,2.0,71.64,2,6000.0
3993,Hosur Road,1766.0,3.0,130.0,3,7361.268403171008
3994,Hosur Road,1689.0,3.0,103.0,3,6098.283007696862
3995,Hosur Road,3600.0,5.0,180.0,5,5000.0
3996,Hosur Road,1170.0,2.0,48.0,2,4102.5641025641025
3997,Hosur Road,1250.0,2.0,55.0,2,4400.0
3998,Hosur Road,1689.0,3.0,103.0,3,6098.283007696862
4000,Hosur Road,2000.0,4.0,130.0,4,6500.0
4001,Hosur Road,1250.0,2.0,65.0,2,5200.0
4002,Hosur Road,1689.0,3.0,103.0,3,6098.283007696862
4004,Hosur Road,1223.0,2.0,93.0,2,7604.251839738348
4005,Hosur Road,1919.0,3.0,117.0,3,6096.925482021887
4006,Hoysalanagar,1325.0,3.0,57.0,3,4301.88679245283
4007,Hoysalanagar,885.0,2.0,40.0,2,4519.774011299435
4008,Hoysalanagar,1100.0,2.0,50.0,2,4545.454545454545
4009,Hoysalanagar,1320.0,2.0,60.0,3,4545.454545454545
4010,Hoysalanagar,1325.0,2.0,56.0,3,4226.415094339623
4011,Hulimavu,1125.0,2.0,50.0,2,4444.444444444444
4012,Hulimavu,1242.0,2.0,51.0,2,4106.280193236715
4014,Hulimavu,1823.0,3.0,100.0,3,5485.463521667581
4015,Hulimavu,1300.0,2.0,36.0,2,2769.230769230769
4016,Hulimavu,1080.0,2.0,43.2,2,4000.0
4017,Hulimavu,1100.0,2.0,71.5,2,6500.0
4019,Hulimavu,688.0,1.0,50.0,1,7267.441860465116
4020,Hulimavu,1255.0,2.0,73.0,2,5816.733067729084
4021,Hulimavu,1200.0,4.0,75.0,4,6250.0
4022,Hulimavu,1058.0,2.0,48.0,2,4536.862003780719
4023,Hulimavu,1375.0,2.0,80.0,2,5818.181818181818
4024,Hulimavu,1248.0,2.0,69.0,2,5528.846153846154
4025,Hulimavu,1818.0,3.0,135.0,3,7425.742574257426
4026,Hulimavu,1225.0,2.0,55.0,2,4489.7959183673465
4027,Hulimavu,1255.0,2.0,74.0,2,5896.414342629482
4028,Hulimavu,1175.0,2.0,45.0,2,3829.7872340425533
4029,Hulimavu,1255.0,2.0,69.0,2,5498.00796812749
4030,Hulimavu,1255.0,2.0,66.0,2,5258.964143426295
4033,Hulimavu,1127.0,2.0,65.0,2,5767.524401064774
4034,Hulimavu,1200.0,2.0,50.0,2,4166.666666666667
4036,Hulimavu,1200.0,2.0,75.0,2,6250.0
4037,Hulimavu,1430.0,2.0,90.0,3,6293.706293706294
4038,Hulimavu,850.0,1.0,39.5,2,4647.058823529412
4039,Hulimavu,1000.0,2.0,45.0,2,4500.0
4042,Hulimavu,3560.0,5.0,318.0,4,8932.58426966292
4043,Hulimavu,1011.0,2.0,38.0,2,3758.6547972304647
4044,Hulimavu,1276.0,2.0,76.0,2,5956.112852664577
4045,Hulimavu,1500.0,2.0,90.0,2,6000.0
4046,Hulimavu,1315.0,2.0,60.48,2,4599.239543726236
4047,Hulimavu,1021.0,2.0,76.0,2,7443.682664054848
4048,Hulimavu,581.0,1.0,29.0,1,4991.394148020654
4049,Hulimavu,935.0,2.0,45.0,2,4812.834224598931
4050,Hulimavu,1050.0,2.0,125.0,2,11904.761904761905
4052,Hulimavu,1200.0,4.0,75.0,4,6250.0
4053,Hulimavu,1260.0,2.0,82.0,3,6507.936507936508
4054,Hulimavu,450.0,1.0,20.0,1,4444.444444444444
4055,Hulimavu,1231.0,2.0,84.5,2,6864.337936636881
4056,Hulimavu,1916.0,2.0,150.0,3,7828.8100208768265
4057,Hulimavu,1115.0,2.0,44.6,2,4000.0
4058,Hunasamaranahalli,4000.0,4.0,675.0,4,16875.0
4059,Huskur,1220.0,2.0,35.23,3,2887.7049180327863
4060,Huskur,1310.0,2.0,37.83,3,2887.7862595419847
4061,Huskur,1140.0,2.0,32.92,2,2887.719298245614
4062,Huskur,1400.0,2.0,40.43,3,2887.8571428571427
4063,ISRO Layout,4400.0,6.0,250.0,6,5681.818181818182
4064,ISRO Layout,1000.0,2.0,60.0,2,6000.0
4065,ISRO Layout,1180.0,2.0,52.0,2,4406.779661016949
4066,ISRO Layout,1000.0,2.0,60.0,2,6000.0
4067,ISRO Layout,1310.0,2.0,68.0,3,5190.839694656489
4068,ISRO Layout,4200.0,4.0,255.0,4,6071.428571428572
4069,ISRO Layout,1050.0,2.0,51.0,2,4857.142857142857
4070,ISRO Layout,1370.0,2.0,87.0,3,6350.36496350365
4071,ITI Layout,1602.0,2.0,75.0,3,4681.647940074907
4072,ITI Layout,1533.0,3.0,115.0,3,7501.630789302022
4073,ITI Layout,1333.0,2.0,77.27,2,5796.699174793698
4074,ITI Layout,1602.0,2.0,75.0,3,4681.647940074907
4075,ITI Layout,1450.0,2.0,90.0,2,6206.896551724138
4076,ITPL,1200.0,3.0,56.12,3,4676.666666666667
4077,ITPL,1548.0,3.0,89.5,3,5781.6537467700255
4078,ITPL,1200.0,3.0,68.4,3,5700.000000000001
4079,ITPL,1200.0,3.0,56.12,3,4676.666666666667
4080,ITPL,1200.0,3.0,56.12,3,4676.666666666667
4081,ITPL,1500.0,3.0,61.52,3,4101.333333333333
4082,ITPL,5667.5,5.0,300.0,4,5293.33921482135
4083,Iblur Village,3235.0,3.0,235.0,3,7264.296754250387
4084,Iblur Village,3596.0,5.0,290.0,4,8064.5161290322585
4085,Iblur Village,1920.0,3.0,130.0,3,6770.833333333333
4086,Iblur Village,1995.0,3.0,135.0,3,6766.917293233083
4087,Iblur Village,3596.0,5.0,282.0,4,7842.046718576195
4088,Iblur Village,1918.0,3.0,129.0,3,6725.7559958289885
4090,Iblur Village,2100.0,4.0,145.0,3,6904.761904761905
4091,Iblur Village,1920.0,3.0,150.0,3,7812.5
4092,Iblur Village,1920.0,3.0,130.0,3,6770.833333333333
4093,Iblur Village,1920.0,3.0,150.0,3,7812.5
4094,Iblur Village,2000.0,4.0,138.0,3,6900.0
4095,Iblur Village,3596.0,5.0,260.0,4,7230.255839822024
4096,Iblur Village,3596.0,5.0,279.0,4,7758.620689655172
4097,Iblur Village,2666.0,4.0,200.0,3,7501.875468867217
4098,Iblur Village,5384.0,5.0,420.0,5,7800.891530460624
4099,Iblur Village,3596.0,5.0,297.0,4,8259.176863181312
4100,Iblur Village,5515.0,6.0,425.0,5,7706.255666364461
4101,Iblur Village,1920.0,3.0,130.0,3,6770.833333333333
4102,Iblur Village,3596.0,4.0,268.0,4,7452.725250278087
4104,Immadihalli,1180.0,2.0,48.0,2,4067.7966101694915
4105,Immadihalli,1135.0,2.0,68.0,2,5991.1894273127755
4106,Immadihalli,672.0,1.0,27.0,1,4017.8571428571427
4108,Indira Nagar,1200.0,2.0,93.0,2,7750.0
4109,Indira Nagar,1128.0,2.0,105.0,2,9308.510638297872
4110,Indira Nagar,2800.0,3.0,330.0,3,11785.714285714286
4111,Indira Nagar,1650.0,3.0,200.0,3,12121.212121212122
4113,Indira Nagar,1210.0,2.0,102.0,2,8429.752066115703
4114,Indira Nagar,1224.0,2.0,105.0,2,8578.43137254902
4115,Indira Nagar,2070.0,3.0,225.0,3,10869.565217391304
4116,Indira Nagar,500.0,1.0,70.0,1,14000.0
4117,Indira Nagar,1400.0,2.0,168.0,2,12000.0
4118,Indira Nagar,2400.0,4.0,525.0,4,21875.0
4120,Indira Nagar,1145.0,2.0,100.0,2,8733.624454148472
4121,Indira Nagar,1470.0,2.0,170.0,2,11564.625850340137
4122,Indira Nagar,2700.0,3.0,324.0,3,12000.0
4123,Indira Nagar,850.0,1.0,57.0,1,6705.882352941177
4124,Indira Nagar,3250.0,8.0,600.0,8,18461.53846153846
4125,Indira Nagar,2601.0,4.0,312.0,3,11995.386389850059
4126,Indira Nagar,1260.0,2.0,100.0,2,7936.507936507936
4127,Indira Nagar,1740.0,3.0,191.0,3,10977.011494252874
4128,Indira Nagar,1650.0,3.0,220.0,3,13333.333333333334
4131,Indira Nagar,1440.0,3.0,275.0,3,19097.222222222223
4132,Indira Nagar,1475.0,2.0,171.0,2,11593.22033898305
4133,Indira Nagar,3200.0,4.0,440.0,4,13750.0
4134,Indira Nagar,4000.0,4.0,700.0,4,17500.0
4135,Indira Nagar,850.0,1.0,60.0,1,7058.823529411765
4136,Indira Nagar,2400.0,4.0,405.0,4,16875.0
4137,Indira Nagar,1800.0,5.0,350.0,5,19444.444444444445
4140,Indira Nagar,1650.0,3.0,200.0,3,12121.212121212122
4141,Indira Nagar,2800.0,4.0,365.0,4,13035.714285714286
4142,Indira Nagar,1260.0,2.0,120.0,2,9523.809523809523
4143,Indira Nagar,1149.0,2.0,130.0,2,11314.186248912098
4145,Indira Nagar,2400.0,6.0,475.0,6,19791.666666666668
4146,Infantry Road,4000.0,5.0,680.0,5,17000.0
4147,Ittamadu,1080.0,2.0,50.0,2,4629.62962962963
4148,Ittamadu,1600.0,3.0,100.0,3,6250.0
4149,Ittamadu,1800.0,3.0,95.0,3,5277.777777777777
4150,Ittamadu,1475.0,3.0,75.0,3,5084.745762711865
4151,J C Nagar,1200.0,2.0,108.0,3,9000.0
4152,JCR Layout,1180.0,2.0,42.0,2,3559.322033898305
4153,JCR Layout,1060.0,2.0,37.0,2,3490.566037735849
4154,JCR Layout,1160.0,2.0,40.53,2,3493.9655172413795
4155,JP Nagar,1850.0,3.0,150.0,3,8108.108108108108
4156,JP Nagar,5520.0,2.6926096474673513,375.0,5,6793.478260869565
4157,JP Nagar,1100.0,2.0,70.0,2,6363.636363636364
4158,JP Nagar,940.0,2.0,49.0,2,5212.765957446809
4160,JP Nagar,4624.5,4.0,314.5,4,6800.735214617796
4161,JP Nagar,1078.0,2.0,45.0,2,4174.397031539888
4162,JP Nagar,1050.0,1.0,44.0,1,4190.476190476191
4163,JP Nagar,1352.5,2.0,93.865,2,6940.110905730129
4164,JP Nagar,1200.0,2.0,62.0,2,5166.666666666667
4165,JP Nagar,1300.0,2.0,90.87,2,6990.0
4166,JP Nagar,1315.0,2.0,85.4,3,6494.296577946768
4167,JP Nagar,1690.0,3.0,112.0,3,6627.218934911242
4172,JP Nagar,750.0,1.0,52.5,1,7000.0
4173,JP Nagar,1200.0,2.0,78.0,2,6500.0
4174,JP Nagar,1850.0,2.0,110.0,3,5945.945945945946
4175,JP Nagar,1100.0,2.0,45.0,2,4090.909090909091
4176,JP Nagar,1197.0,2.0,47.88,2,4000.0
4177,JP Nagar,2700.0,4.0,160.0,7,5925.925925925926
4179,JP Nagar,820.0,2.0,45.0,2,5487.804878048781
4180,JP Nagar,1750.0,3.0,123.0,3,7028.571428571428
4181,JP Nagar,2195.0,2.6926096474673513,152.0,3,6924.829157175399
4182,JP Nagar,3496.5,2.6926096474673513,237.5,3,6792.506792506792
4186,JP Nagar,745.0,1.0,34.27,1,4600.000000000001
4187,JP Nagar,1800.0,6.0,68.0,6,3777.777777777778
4188,JP Nagar,1150.0,2.0,90.0,2,7826.086956521739
4190,JP Nagar,1960.0,3.0,138.0,3,7040.816326530612
4193,JP Nagar,1250.0,2.0,60.0,2,4800.0
4194,JP Nagar,2400.0,3.0,196.0,3,8166.666666666667
4195,JP Nagar,1300.0,2.0,91.65,2,7050.0
4196,JP Nagar,1107.0,2.0,57.0,2,5149.051490514905
4197,JP Nagar,1250.0,2.0,93.0,2,7440.0
4198,JP Nagar,1500.0,2.0,108.0,3,7200.0
4199,JP Nagar,1520.0,3.0,125.0,3,8223.684210526315
4200,JP Nagar,1405.0,2.0,99.0,2,7046.26334519573
4201,JP Nagar,1157.0,2.0,73.0,2,6309.420916162489
4203,JP Nagar,1048.0,2.0,44.0,2,4198.473282442748
4204,"JP Nagar 7th Phase, ",1150.0,2.0,74.0,2,6434.782608695652
4205,"JP Nagar 8th Phase, ",5000.0,5.0,250.0,4,5000.0
4206,Jai Bheema Nagar,1470.0,2.0,70.0,3,4761.9047619047615
4207,Jakkasandra Extension,990.0,2.0,58.0,2,5858.585858585859
4208,Jakkasandra Extension,1205.0,2.0,70.0,2,5809.128630705394
4209,Jakkasandra Extension,1000.0,2.0,63.0,2,6300.0
4210,Jakkasandra Extension,950.0,2.0,57.0,2,6000.0
4211,Jakkur,1417.0,2.0,75.0,2,5292.87226534933
4212,Jakkur,1590.0,2.0,125.0,3,7861.635220125786
4213,Jakkur,1279.0,2.0,77.0,2,6020.3283815480845
4214,Jakkur,1710.0,3.0,107.0,3,6257.309941520468
4215,Jakkur,1396.0,2.0,86.51,3,6196.991404011461
4217,Jakkur,1865.0,3.0,124.0,3,6648.793565683646
4218,Jakkur,3181.0,2.6926096474673513,260.5,4,8189.248663942157
4219,Jakkur,1760.0,3.0,139.0,3,7897.727272727273
4220,Jakkur,1290.0,2.0,100.0,2,7751.937984496124
4221,Jakkur,1452.19,2.0,100.0,2,6886.151261198604
4222,Jakkur,1798.0,3.0,120.0,3,6674.082313681869
4223,Jakkur,1300.0,2.0,85.0,2,6538.461538461538
4224,Jakkur,3181.0,4.0,260.5,4,8189.248663942157
4225,Jakkur,1950.0,3.0,131.0,3,6717.948717948718
4227,Jakkur,1230.0,2.0,76.0,2,6178.861788617886
4229,Jakkur,1290.0,2.0,80.0,2,6201.550387596899
4230,Jakkur,1760.0,3.0,110.0,3,6250.0
4232,Jakkur,1483.0,2.0,98.0,2,6608.226567768038
4235,Jakkur,1650.0,3.0,111.0,3,6727.272727272727
4237,Jakkur,2423.0,4.0,160.0,3,6603.38423442014
4238,Jakkur,2197.0,3.0,136.0,3,6190.259444697314
4239,Jakkur,1125.0,2.0,65.0,2,5777.777777777777
4240,Jakkur,1230.0,2.0,79.0,2,6422.764227642277
4241,Jakkur,1202.0,2.0,79.0,2,6572.379367720466
4242,Jakkur,1858.0,3.0,123.0,3,6620.021528525296
4243,Jakkur,3181.0,2.6926096474673513,229.0,4,7198.994027035524
4246,Jakkur,1785.0,3.0,130.0,3,7282.913165266106
4247,Jakkur,1080.0,2.0,60.0,2,5555.555555555556
4248,Jakkur,1260.0,2.0,71.195,2,5650.396825396825
4249,Jakkur,1816.0,3.0,119.0,3,6552.863436123348
4250,Jakkur,1424.0,2.0,80.0,2,5617.9775280898875
4251,Jakkur,1290.0,2.0,85.0,2,6589.147286821705
4252,Jakkur,1300.0,2.0,80.0,2,6153.846153846154
4253,Jakkur,1290.0,2.0,80.04,2,6204.651162790698
4254,Jakkur,1282.0,2.0,72.0,2,5616.224648985959
4256,Jakkur,1660.0,3.0,104.0,3,6265.060240963855
4257,Jakkur,1291.0,2.0,75.0,2,5809.450038729667
4258,Jakkur,1473.0,2.0,85.0,2,5770.536320434488
4259,Jakkur,1660.0,3.0,104.0,3,6265.060240963855
4260,Jakkur,1950.0,3.0,131.0,3,6717.948717948718
4261,Jakkur,1432.0,2.0,85.0,2,5935.754189944134
4263,Jakkur,1710.0,3.0,110.0,3,6432.748538011696
4264,Jakkur Plantation,1765.0,3.0,105.0,3,5949.008498583569
